Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EK,Livestock Patterns,107,Côte d'Ivoire,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,8.75,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),116086,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,4.63,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),61503.4,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,11.13,Fc,Calculated data
EK,Livestock Patterns,107,Côte d'Ivoire,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),147745.8,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.27,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),2000,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.22,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,35.69,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),266592,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,9.17,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),68520,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,1.15,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),8608.7,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.78,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),5850,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.28,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,45.08,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),336665.75,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,7.85,Fc,Calculated data
EK,Livestock Patterns,98,Croatia,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),58664.1,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.11,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),3900,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.36,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,66.2,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),2415240,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,6.36,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),232100,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,2.61,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),95050.4,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,8.05,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),293540,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.38,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),13800,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,9.23,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),336729.6,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,7.07,Fc,Calculated data
EK,Livestock Patterns,49,Cuba,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),258020.8,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,1.06,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),2600,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.27,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,16.7,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),40834.5,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.23,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,14.21,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),34730,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.26,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,16.68,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),40791.7,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.11,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),260,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.37,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),900,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.64,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,40.05,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),97911.6,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.17,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,10.82,Fc,Calculated data
EK,Livestock Patterns,50,Cyprus,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),26455.2,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.21,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,44.08,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),884296.8,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,12.78,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),256380,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.06,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),1279.9,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.65,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),13091,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.2,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,41.91,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),840700.25,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0.51,Fc,Calculated data
EK,Livestock Patterns,167,Czechia,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),10312.9,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.15,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,22.17,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),374400,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,11.82,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),199580,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.11,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,16.09,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),271700,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,1.85,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),31200,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.31,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,47.05,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),794500,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,1.01,Fc,Calculated data
EK,Livestock Patterns,116,Democratic People's Republic of Korea,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),17100,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,30.19,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),379910,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,15.62,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),196510,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,31.87,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),400988.6,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,15.18,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),191013.4,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,7.14,Fc,Calculated data
EK,Livestock Patterns,250,Democratic Republic of the Congo,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),89777.5,Fc,Calculated data
EK,Livestock Patterns,54,Denmark,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.58,Fc,Calculated data
EK,Livestock Patterns,54,Denmark,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,31.02,Fc,Calculated data
EK,Livestock Patterns,54,Denmark,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),1551968.1,Fc,Calculated data
EK,Livestock Patterns,54,Denmark,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,54,Denmark,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,3.43,Fc,Calculated data
EK,Livestock Patterns,54,Denmark,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),171520,Fc,Calculated data
EK,Livestock Patterns,54,Denmark,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,54,Denmark,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.55,Fc,Calculated data
EK,Livestock Patterns,54,Denmark,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),27759.55,Fc,Calculated data
EK,Livestock Patterns,54,Denmark,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,1.22,Fc,Calculated data
