Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,New Zealand,NZL,8.154346815,9.246566617,18.09192945,19.5760178,20.12922465,21.0062864,23.30766579,24.57866757,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Nicaragua,NIC,33.69938229,12.46278179,23.23039082,22.38493724,32.4237162,41.35861738,44.98425551,43.61214239,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Niger,NER,..,0,1.023890785,0,0,0.902934537,0.902934537,0.753295669,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Nigeria,NGA,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,North Macedonia,MKD,0,0,0,0.014795088,0.047908017,0.147686249,1.581689617,2.9047113,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Norway,NOR,0.17514863,0.201387963,0.997257339,1.305689642,1.299064401,1.660721245,1.752510161,1.884354025,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Oman,OMN,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Pakistan,PAK,0,0,0,0,0,0.381452016,0.749616779,0.757705595,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Panama,PAN,2.104472003,0.491098834,0.29798185,0.294042444,0.302220156,0.390712213,1.593625498,4.555167055,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Paraguay,PRY,0.069891484,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Peru,PER,0.984936269,0.798433263,1.877960435,1.723478571,1.823913533,2.661701834,3.820583475,3.589562911,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Philippines,PHL,22.399058,25.67012586,14.77960497,14.63657916,14.38543081,13.09223288,13.77132355,14.8993484,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Poland,POL,0.040918052,0.157849889,5.072283865,6.624652092,9.178101675,8.918315836,11.14139349,12.68764338,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Portugal,PRT,2.452191094,3.562206032,22.731929,24.23489053,30.16499912,31.14932521,30.77618892,30.6390281,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Qatar,QAT,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Romania,ROU,0,0,0.687903133,2.559718705,4.866097254,8.869755364,12.76341217,14.5156397,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Russian Federation,RUS,0.00600655,0.009355732,0.052600288,0.053371269,0.04928398,0.045953579,0.069940405,0.091026564,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Saudi Arabia,SAU,0,0,0,0,0.00036808,0.000352092,0.000320712,0.000295564,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Senegal,SEN,4.656084656,3.304239401,2.503250975,2.538876547,1.420289855,1.769165965,1.776581427,1.769911504,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Serbia,SRB,0,0,0,0,0.016587874,0.053534555,0.086706931,0.093097486,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Singapore,SGP,0.540918926,0.773724933,1.305085867,1.327741319,1.358284899,1.546832329,1.662616444,1.820886641,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Slovak Republic,SVK,0,0,2.494174192,4.316317873,4.839734538,5.278108999,7.440695447,8.163112046,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Slovenia,SVN,0,0.513799178,1.4211012,1.998114986,2.76562902,3.042570688,3.023946862,3.691705473,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,South Africa,ZAF,0,0.147711909,0.124684393,0.125974666,0.130240513,0.151268602,0.902309286,1.930403346,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,South Sudan,SSD,..,..,..,..,0.449438202,0.423728814,0.409836066,0.606060606,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Spain,ESP,0.371678373,2.823633788,18.59479753,19.52677741,22.5952739,26.48510366,25.85934119,24.82000922,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Sri Lanka,LKA,0,0.157053113,0.953615406,1.226625493,1.579699185,2.337187058,2.672337694,3.193749052,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Sudan,SDN,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Suriname,SUR,..,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Sweden,SWE,1.335077817,3.137071286,10.57725987,11.73013697,11.64291379,13.93639197,14.31222892,16.75404956,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Switzerland,CHE,0.801934827,1.296049846,2.134681766,2.588729169,2.826533607,3.226135041,3.7573821,4.316383497,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Syrian Arab Republic,SYR,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Tajikistan,TJK,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Tanzania,TZA,0,0,0.474023512,0.667582957,0.57255323,0.605958593,0.643190224,0.667196187,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Thailand,THA,0.002263673,0.532419225,2.138889934,2.814905988,3.144179133,4.905027081,5.303908387,5.872524752,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Togo,TGO,0,0,2.234636872,3.90625,4.504504505,5.376344086,3.448275862,6.172839506,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Trinidad and Tobago,TTO,0.866648029,0.366367467,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Tunisia,TUN,0,0.217063043,0.855118495,0.672849609,1.112895189,2.007507753,2.770400458,2.485261232,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Turkey,TUR,0.139026467,0.220137366,1.854096436,2.510974616,3.069362328,4.080714875,4.755857011,6.307132243,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Turkmenistan,TKM,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Ukraine,UKR,0,0.003503261,0.126570212,0.130291155,0.380615337,0.676282614,0.928149471,1.05238483,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,United Arab Emirates,ARE,0,0,0,0,0,0.094142456,0.258307016,0.232401112,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,United Kingdom,GBR,0.190083555,1.30457429,5.870882852,7.928429511,9.955859762,13.66517288,17.50528642,22.97030527,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,United States,USA,3.000143936,1.91659722,4.097292761,4.789611326,5.486241256,6.320009218,6.900028617,7.386954951,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Uruguay,URY,0.792584632,0.461254613,8.804001819,9.40641918,10.58790224,10.48705196,16.58855167,28.39883552,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Uzbekistan,UZB,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Venezuela, RB",VEN,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Vietnam,VNM,0,0,0.110639284,0.137404874,0.12245731,0.11594991,0.104610755,0.11808224,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,"Yemen, Rep.",YEM,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Zambia,ZMB,0,0,0,0,0,0,0,0,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Zimbabwe,ZWE,0,0,1.084824005,1.421440972,1.825491687,1.734587252,1.436265709,1.328664126,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Arab World,ARB,0.000397025,0.04970493,0.285971377,0.2820339,0.253883823,0.355384788,0.418328271,0.45425866,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Central Europe and the Baltics,CEB,0.019266078,0.213790806,3.759680346,5.23441352,7.087803264,8.035188846,9.82835919,11.11973979,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Early-demographic dividend,EAR,1.087740434,1.387937917,2.189303685,2.375665596,2.66786932,2.894973265,3.214801048,3.566784345,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,East Asia & Pacific,EAS,1.042752576,1.121552916,2.166813344,2.501328363,2.892944692,3.633030895,4.20376978,4.97481083,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,East Asia & Pacific (excluding high income),EAP,0.894900295,1.173874853,1.937973026,2.331658115,2.772699457,3.587604278,4.033789669,4.76133466,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,0.927424079,1.187304911,1.946657868,2.340002045,2.782048188,3.598220398,4.044956749,4.771111488,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Euro area,EMU,0.883154275,2.19109072,10.00352214,12.28964931,14.43357017,15.99856098,17.24932202,18.73944232,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Europe & Central Asia,ECS,0.436874259,1.383903518,5.91031484,7.188124176,8.399210677,9.539816856,10.46426173,11.78449231,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Europe & Central Asia (excluding high income),ECA,0.007585708,0.023757829,0.316530713,0.481984398,0.701300867,1.015141562,1.313122603,1.644867222,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,0.010268592,0.035069784,0.687224515,0.96874058,1.362141784,1.646073963,2.075060275,2.530912036,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,European Union,EUU,0.731786166,2.052823876,9.068842057,11.19664116,13.22787072,15.01273506,16.61060007,18.55929649,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Fragile and conflict affected situations,FCS,0.020234403,0.000699571,0.069955237,0.083681372,0.110616572,0.103840929,0.087748874,0.094705076,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Heavily indebted poor countries (HIPC),HPC,1.192176106,0.529945276,1.08882668,1.484317105,2.039996827,2.286825819,2.390125714,2.80598162,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,High income,HIC,1.731222131,1.709786462,5.041252359,5.972894825,6.855724154,7.802878476,8.634344682,9.612182865,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,IBRD only,IBD,0.484053986,0.85000495,2.040963994,2.36068271,2.794296175,3.397273897,3.891714851,4.562145874,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,IDA & IBRD total,IBT,0.478967376,0.816555852,1.971101277,2.2837639,2.706738443,3.296195832,3.788827729,4.437343879,..,..,..,..
